datetime,title,content,url
2018-09-06 13:36,【盘中动态】电力板块异动 嘉泽新能涨停,"9月6日讯，电力板块午后冲高，嘉泽新能(601619,诊股)午后直线拉升封板，江苏新能(603693,诊股)大涨7%，华能水电(600025,诊股)、银星能源(000862,诊股)纷纷跟涨。 2018年上半年用电量需求旺盛带来的利用小时数增加和电价的同比上调对冲了煤价... ",http://stock.jrj.com.cn/2018/09/06133225057211.shtml
2018-08-10 01:20,中信证券股份有限公司、长城证券股份有限公司关于华能澜沧江水电股份有限公司2017年持续督导工作现场检...,上海证券交易所： 根据《上海证券交易所上市公司持续督导工作指引》等有关法律、法规的规定，中信证券股份有限公司（以下简称“中信证券”）和长城证券股份有限公司（以下简称“长城证券”）作为正在履行华能澜沧江水电股份... ,http://finance.sina.com.cn/roll/2018-08-10/doc-ihhnunsq3811108.shtml
2018-06-16 13:10,华能水电：在建五座电站总装机容量563万千瓦,中证网讯(记者 张红瑜) 华能水电（600025）6月15日在互动平台表示，十三五期间，澜沧江上游在建的五座电站(苗尾、黄登、大华桥、乌弄龙、里底)总装机容量563万千瓦，2018年6月1日苗尾140万千瓦已全部投产发电，2018年6月9日大华桥首台机组23... ,http://stock.10jqka.com.cn/20180616/c605113653.shtml
2018-06-15 16:36,[互动]华能水电：云南电力供大于求 影响公司售电价格,全景网6月15日讯关于公司售电价格低于长江电力的原因，华能水电(600025)周五在上证e互动表示，一方面云南是电力体制改革的试点省份，公司售电价出现下滑；另一方面云南电力目前供大于求也是影响公司售电价格的因素。 华能水电主营业务为... ,http://www.p5w.net/kuaixun/201806/t20180615_2143639.htm
2018-06-11 18:32,华能水电大华桥水电站发电机组投产,华能水电公告，公司所属大华桥水电站首台1号机组(23万千瓦)于2018年6月9日顺利完成72小时满负荷试运行后正式进入商业运行。大华桥水电站装机容量92万千瓦(4×23万千瓦)，设计多年平均发电量39.18亿千瓦时。大华桥水电站首台机组的投产... ,http://sc.stock.cnfol.com/ggzixun/20180611/26547029.shtml
2018-06-03 16:26,华能水电苗尾水电站4台机组全部投产发电,中国证券网讯（记者孔子元）华能水电公告，公司所属苗尾水电站4号机组（35万千瓦）于2018年6月1日顺利完成72小时满负荷试运行后正式进入商业运行。至此，苗尾水电站4台机组全部投产发电。苗尾水电站属于公司IPO募集资金投资... ,http://finance.sina.com.cn/roll/2018-06-03/doc-ihcmurvf9378927.shtml
2018-05-15 15:20,涨停股揭秘：股价超跌反弹 华能水电封涨停,今日走势：华能水电（600025）今日强势封涨停板，该股近一年涨停10次。 涨停原因揭秘：股价严重超跌，涨停属超跌反弹。 后市分析：该股今日强势涨停，后市有继续冲高动能。 关注同花顺财经（ths518），获取更多机会 ,http://yuanchuang.10jqka.com.cn/20180515/c604460485.shtml
2018-05-15 14:50,电力股午后发力 华能水电涨停,证券时报·e公司 e公司讯，5月15日午后，电力股发力。截至目前，华能水电涨停，嘉泽新能、华银电力、华电国际、文山电力、皖能电力等有所表现。 新浪声明：此消息系转载自新浪合作媒体，新浪网登载此文出于传递更多信... ,http://finance.sina.com.cn/stock/jsy/2018-05-15/doc-ihapkuvm1740776.shtml
2018-04-26 07:57,华能水电2017年净利同比增长330.75%,（原标题：华能水电2017年净利同比增长330.75%） 华能水电(600025)4月25日晚公布2017年年报，公司营收为128.48亿元，同比增长11.21%。归属于母公司所有者净利润21.89亿元，同比增加16.81亿元，增长330.75%。 公司表示，2017年公司全年完成发... ,http://stock.stockstar.com/SS2018042600000296.shtml
2018-04-25 19:46,4月25日年报：新黄浦年报净利增5倍,"新黄浦(600638,诊股)年报净利增5倍 拟10转2派3.5元 新黄浦披露年报。2017年，公司实现营业收入17.78亿元，同比增长56.73%，实现净利润6.45亿元，同比增长530.91%。公司年报拟10转2派3.5元。公司今年一季度实现净利2838万元，同比下降6.41%。... ",http://stock.jrj.com.cn/2018/04/25193624451586.shtml
2018-04-25 19:45,华能水电2017年年度董事会经营评述,4月26日消息，华能水电（600025）2017年年度董事会经营评述内容如下： 一、经营情况讨论与分析 2017年，公司积极面对电力市场化改革新形势，坚持以市场和问题为导向，安全生产基础得到进一步夯实，经营业绩同比大幅提升，公司上市、市... ,http://yuanchuang.10jqka.com.cn/20180425/c604126768.shtml
2018-04-25 19:03,财报速递：华能水电去年全年净利21.89亿 同比增长331%,4月25日，华能水电（600025）发布2017年年报，公司2017年1-12月实现营业收入128.48亿元，同比增长11.21%；电力行业平均营业收入增长率为19.58%；归属于上市公司股东的净利润21.89亿元，同比增长330.75%，电力行业平均净利润增长率为-4... ,http://yuanchuang.10jqka.com.cn/20180425/c604124693.shtml
