datetime,title,content,url
2018-09-17 09:21,十年间连续亏损 审计组跨越重重阻碍终获突破 审计揭开日照港利益链条的盖子,今年上半年，日照港集团实现利润7.32亿元，增长67.6%，实现归属母公司净利润8422万元。这个曾经连续多年归属母公司净利润为负值的大型国有企业，恢复了欣欣向荣的经营状况。 在日照港集团经营情况明显好转的背后，曾有一场围绕审... ,"http://finance.eastmoney.com/news/1354,20180917946785713.html"
2018-09-11 20:10,[公司]日照港控股股东已累计增持0.5%股份,"全景网9月11日讯 日照港(600017)周二晚间公告,截至9月11日,控股股东日照港集团通过集中竞价交易方式累计增持1536.94万股,占公司总股本的0.50%。根据增持计划,日照港集团计划自2018年8月21日起6个月内,累计增持不超过公司总股本的1%。(全... ",http://www.p5w.net/kuaixun/201809/t20180911_2191112.htm
2018-08-21 21:00,日照港控股股东增持近500万股 拟继续增持,日照港(600017)8月21日晚间公告，控股股东日照港集团于8月21日通过集中竞价交易方式497.63万股，占公司总股本的0.162%。日照港集团计划未来6个月内继续择机增持，累计增持比例不超过公司总股本的1%(含本次增持)。 (责任编辑：DF134) ,"http://finance.eastmoney.com/news/1354,20180821931420965.html"
2018-08-20 19:49,日照港：上半年净利3.55亿元 同比增56%,"日照港(600017,诊股)8月20日晚间披露半年报，公司2018年上半年实现营业收入25.63亿元，同比增长9.78%；净利润3.55亿元，同比增长56.28%。每股收益0.11元。上半年，日照港累计完成货物吞吐量1.94亿吨，同比增长6%，矿石、原油、煤炭、木材、... ",http://stock.jrj.com.cn/2018/08/20191024976682.shtml
2018-08-20 19:48,日照港2018年半年度董事会经营评述,8月21日消息，日照港（600017）2018年半年度董事会经营评述内容如下： 一、经营情况的讨论与分析 2018年上半年，国民经济延续总体平稳、稳中向好的发展态势，国内市场供求关系不断改善。 公司按照&#34;深化改革，从严治企，强化管理，提质... ,http://yuanchuang.10jqka.com.cn/20180820/c606652680.shtml
2018-07-13 09:43,日照港要发5亿元超短融 偿还本部到期银行借款和债务融资工具,导报讯(记者 韩祖亦)日照港集团有限公司日前公告称，拟在银行间市场发行金额为5亿元、期限为180天的2018年度第二期超短期融资券，募集资金将全部用于偿还本部到期的银行借款和债务融资工具。 截至今年3月末，发行人短期借款余额为58.6... ,http://sc.stock.cnfol.com/ggzixun/20180713/26657644.shtml
2018-06-15 15:52,日照港—京博输油管道开工建设,6月15日，日照港（600017）—京博输油管道项目正式开工，该项目旨在服务鲁中炼化产业基地和鲁北炼化产业集群，建成后输油管道直入炼厂，日照港集成服务优势将更加显著。 日照港-京博输油管道全长428公里，途经日照、临沂、潍坊、东营、淄博... ,http://stock.10jqka.com.cn/20180615/c605097983.shtml
2018-06-14 03:26,日照港集团澄清：与营口港集团逾期债务无关,因控股股东营口港集团无力偿还5.3亿本息，营口港(600317)昨日一度跌停。对于媒体报道提及的“营口港集团与日照港集团之间存在大额担保”一事，日照港(600017)向证券时报·e公司记者表示，公司已经与控股股东日照港集团就此事进行... ,"http://finance.eastmoney.com/news/1354,20180614888084565.html"
2018-06-13 22:42,日照港举办“反向路演” 多家机构看好业绩增长,"中国证券网讯 近期，日照港(600017,诊股)股份公司大胆创新路演推介模式，组织富国、南方、易方达等多家基金、机构投资者进行了瓦日线沿线及腹地的反向路演。现场调研结束后，已有多家机构表示：日照港业绩增长明确、快速发展正当其时！ 交流... ",http://stock.jrj.com.cn/2018/06/13223624677444.shtml
2018-06-04 22:29,日照港的优势,日照港（600017）位于“一带一路”交汇点，地处环太平洋经济圈和新亚欧大陆桥经济带的结合部，与韩国、日本隔海相望，靠近国际海运主航线，海上航线可达世界各港，已与世界上100多个国家和地区通航。陆上通过新菏兖日铁路向西与陇海铁路相汇... ,http://stock.10jqka.com.cn/20180604/c604872195.shtml
